GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agricultureh (% of employed),Employment in industryh (% of employed),Employment in servicese (% employed),Unemploymenth (% of labour force),Labour force participation rateh (female/male pop. %),CPI: Consumer Price Index (2010=100),Agricultural production index (2014-2016=100),International trade: exports (million current US$),International trade: imports (million current US$),International trade: balance (million current US$),"Balance of payments, current account (million US$)",Country
,,,,,,,,,,,,,,,,,Northern Mariana Islands
"['428 757', '385 802', '403 336c']","['0.7', '2', '1.2c']","['87 754.3', '74 194.9', '74 985.5c']",,,,,,,,,"['100', '109', '122d']","['97', '100', '102c']","['130 657', '103 785', '82 665d']","['77 330', '76 399', '81 304d']","['53 327', '27 386', '1 361d']","['50 258', '31 106', '7 185d']",Norway
"['56 913', '68 400', '76 332b']","['1.7', '4.6', '-0.8b']","['18 712.6', '16 028.6', '15 343.1b']","['1.4', '1.9', '2.3b']","['62.6', '50.6', '51.6b']","['36', '47.5', '46.2b']",,,,,,"['100', '109', '113d']","['84', '101', '133b']","['36 600', '35 686', '29 870e,d']","['19 775', '29 007', '21 123e,d']","['16 825', '6 679', '8 748e,d']","['4 634', '- 10 954', '- 4 140b']",Oman
"['174 508', '267 035', '256 996b']","['1.6', '4.7', '3.3b']","['972.6', '1 339.0', '1 186.7b']",,,,,,,"['0.6', '3.6', '4.4c']","['21.7 /       79.9', '23.9 /       80.8', '22.2 /       81.7c']","['100i', '145', '200c']","['87', '99', '118b']","['21 413', '22 089', '22 237c']","['37 537', '43 990', '45 775c']","['- 16 124', '- 21 901', '- 23 538c']","['- 1 354', '- 2 803', '245c']",Pakistan
"['183', '279', '280b']","['0.3', '9.5', '0.3b']","['10 219.9', '15 784.0', '15 572.5b']",,,,,,,,,"['100', '118', '118m']",,,,,"['-19', '-24', '-52m']",Palau
"['29 440', '54 092', '66 788b']","['5.8', '5.7', '3b']","['8 082.0', '13 630.3', '15 728.0b']","['3.8', '2.9', '2.2b']","['20.1', '28.7', '30.6b']","['76.2', '68.4', '67.2b']",,,,,,,"['90', '100', '104b']",,,,"['- 3 113', '- 4 848', '1 233d']",Panama
"['14 251', '21 723', '24 970b']","['10.1', '6.6', '6.5b']","['1 949.4', '2 679.3', '2 845.2b']",,,,"['66.4', '61.3', '57.8c']","['4.8', '6.4', '6.7c']",,"['2', '2.6', '2.5c']","['47.2 /       49.3', '46.6 /       48.2', '46.0 /       47.9c']","['100i', '128', '164c']","['90', '100', '106b']",,,,"['-642', '4 407', '5 451j']",Papua New Guinea
"['27 239', '36 164', '38 087b']","['11.1', '3.1', '0.2b']","['4 359.6', '5 406.7', '5 406.5b']",,"['37.3', '37.4', '35.9b']",,,,,,,,"['81', '99', '102b']","['6 517', '8 328', '8 181g,d']","['10 033', '10 291', '9 927g,d']","['- 3 517', '- 1 964', '- 1 746g,d']","['49', '-145', '738d']",Paraguay
"['147 528', '189 803', '226 850b']","['8.3', '3.3', '2.2b']","['5 082.3', '6 229.0', '6 977.8b']",,,,,,,"['3.5', '3', '3.2i']","['72.1 /       85.9', '67.9 /       83.8', '70.6 /       85.5i']",,"['84', '100', '117b']","['35 807', '33 667', '35 887h,i']","['29 966', '38 026', '22 009h,i']","['5 842', '- 4 359', '13 878h,i']","['- 3 564', '- 9 526', '- 3 531b']",Peru
"['199 591', '292 774', '359 354b']","['7.6', '6.1', '5.9b']","['2 124.1', '2 867.1', '3 323.8b']",,,,,,,,,,"['91', '100', '104b']","['51 498', '58 648', '63 901j,d']","['58 468', '70 153', '90 692j,d']","['- 6 970', '- 11 505', '- 26 791j,d']","['7 179', '7 266', '12 979d']",Philippines
"['479 834', '477 812', '595 862b']","['3.7', '4.2', '4.5b']","['12 518.6', '12 562.7', '15 727.0b']",,,,,,,"['9.6', '7.5', '3c']","['48.3 /       64.3', '48.8 /       65.2', '48.3 /       65.1c']",,"['91', '97', '103b']","['157 065', '194 461', '254 169c']","['174 128', '189 696', '254 660c']","['- 17 063', '4 765', '-491c']","['- 26 660', '- 4 347', '21 067c']",Poland
"['237 881', '199 314', '238 785b']","['1.7', '1.8', '2.2b']","['22 449.9', '19 223.3', '23 350.4b']",,,,,,,,,,"['97', '108', '109b']","['49 414', '55 045', '61 529d']","['77 682', '66 909', '77 594d']","['- 28 268', '- 11 864', '- 16 065d']","['- 24 407', '471', '- 2 607d']",Portugal
"['98 381', '103 376', '104 989b']","['-0.4', '-1', '1.2b']","['27 482.0', '30 570.7', '35 790.7b']",,,,,,"['81.3', '82.5', '83.5f']",,,,"['116', '99', '94b']",,,,,Puerto Rico
"['125 122', '161 740', '183 466b']","['16.7', '3.7', '-0.2b']","['67 403.2', '63 039.1', '64 781.7b']",,,,,,,,,"['...', '105g', '97h,d']","['77', '118', '119b']","['74 964', '77 971', '51 504d']","['23 240', '32 610', '25 835d']","['51 725', '45 361', '25 669d']","['...', '13 751', '- 3 617d']",Qatar
"['1 144 067', '1 465 773', '1 646 539b']","['6.8', '2.8', '2b']","['23 091.2', '28 840.7', '32 143.1b']",,,,,,,,,,"['94', '100', '100b']","['466 381', '526 753', '512 710d']","['425 208', '436 487', '467 498d']","['41 173', '90 266', '45 212d']","['27 950', '105 119', '75 276d']",Republic of Korea
"['6 975', '7 745', '11 955c']","['7.1', '-0.3', '3.5c']","['1 707.0', '1 902.7', '2 956.9c']",,,,,,,,,,"['88', '91', '118c']","['1 541', '1 967', '2 485d']","['3 855', '3 987', '5 416d']","['- 2 314', '- 2 020', '- 2 931d']","['-481', '-463', '-796d']",Republic of Moldova
"['166 225', '177 895', '250 076b']","['-3.9', '3.9', '4.1b']","['8 119.7', '8 928.1', '12 914.1b']",,,,,,,"['7', '6.8', '3.9c']","['46.3 /       64.3', '45.2 /       64.4', '44.9 /       64.4c']","['100i', '114i', '127j,c']","['93', '96', '113b']","['49 413', '60 605', '71 046c']","['62 007', '69 858', '92 056c']","['- 12 593', '- 9 253', '- 21 010c']","['- 8 478', '- 1 396', '- 13 138c']",Romania
"['1 539 845', '1 366 410', '1 692 930b']","['4.5', '-2', '1.3b']","['10 732.2', '9 424.5', '11 605.6b']","['3.8', '4.3', '3.9b']","['34.8', '33.3', '34.1b']","['61.4', '62.4', '62b']",,,,,,"['100', '152', '187c']","['74', '100', '110b']",,,,"['67 452', '67 777', '33 949c']",Russian Federation
"['6 124', '8 533', '10 355b']","['7.3', '8.9', '9.4b']","['610', '750.5', '820.1b']",,,,"['79.5', '66.7', '61.7c']","['5.7', '8.3', '9.1c']",,"['1.1', '1.1', '1c']","['84.1 /       84.9', '83.9 /       84.0', '84.0 /       83.3c']",,"['117', '101', '123b']","['242', '594', '1 629h,c']","['1 405', '2 370', '3 595h,c']","['- 1 163', '- 1 777', '- 1 966h,c']","['-399', '- 1 084', '- 1 254b']",Rwanda
,,,,,,,,,,,,,,,,,Réunion
,,,,,,,,,,,,,,,,,Saint Helena
"['760', '923', '1 051b']","['-0.6', '1', '2.5b']","['15 508.6', '18 029.3', '19 896.5b']","['1.4', '1.1', '1.4b']","['25.2', '26.1', '27.5b']","['73.4', '72.8', '71.2b']",,,,,,,"['103', '101', '92b']","['32', '32', '53g,e']","['270', '297', '272g,e']","['-238', '-265', '-219g,e']","['-139', '-80', '-72d']",Saint Kitts and Nevis
"['1 487', '1 808', '2 122c']","['0.5', '0.1', '1.7c']","['8 540.4', '10 093.9', '11 611.4c']",,,,,,,,,,"['107', '100', '104c']","['215', '181', '115k,f']","['647', '583', '539k,f']","['-432', '-403', '-424k,f']","['-203', '38', '103e']",Saint Lucia
,,,,,,,,,,,,,,,,,Saint Pierre and Miquelon
"['681', '755', '825b']","['-3.3', '1.3', '0.3b']","['6 292.8', '6 920.9', '7 463.5b']","['7.1', '7.3', '8.6b']","['19.2', '18.1', '16.7b']","['73.7', '74.7', '75.3b']",,,,,,,"['108', '100', '104b']","['42', '47', '54f,e']","['379', '334', '321f,e']","['-338', '-287', '-267f,e']","['-208', '-116', '-99d']",Saint Vincent and the Grenadines
"['692', '787', '845b']","['2.4', '6.7', '2.3b']","['3 722.1', '4 066.3', '4 285.5b']",,"['18.1', '18.1', '15.7b']",,,,,,,,"['94', '100', '104b']","['70', '59', '37g,d']","['310', '371', '313g,d']","['-240', '-312', '-276g,d']","['-62', '-13', '15b']",Samoa
"['2 139', '1 419', '1 602b']","['-4.6', '-6.2', '1.1b']","['68 505.0', '42 643.4', '47 313.4b']",,,,,,,,,,,,,,,San Marino
"['197', '318', '422b']","['6.7', '3.9', '1.3b']","['1 094.7', '1 595.8', '1 961.2b']","['11.8', '12.2', '12.4b']","['18.2', '15.7', '12.8b']","['70.1', '72.1', '74.8b']",,,"['57.9', '60.5', '62.9d']",,,"['100', '154', '185c']","['101', '86', '107b']","['6', '9', '11e,d']","['112', '142', '164e,d']","['-106', '-133', '-153e,d']","['-88', '-69', '-60d']",Sao Tome and Principe
"['528 207', '654 270', '792 967b']","['5', '4.1', '0.3b']","['19 262.6', '20 627.9', '23 139.8b']",,,,,,,"['5.6', '5.6', '5.9c']","['18.3 /       74.6', '22.2 /       79.5', '22.3 /       78.7c']","['100i', '96j', '101j,c']","['101', '101', '132b']","['250 577', '203 689', '168 822h,c']","['103 622', '174 786', '131 354h,c']","['146 955', '28 903', '37 468h,c']","['66 751', '- 56 724', '- 19 647c']",Saudi Arabia
"['16 725', '17 761', '23 665c']","['4.2', '6.4', '5.2c']","['1 319.2', '1 218.3', '1 452.1c']",,,,,,,,,"['100', '105', '112f']","['99', '112', '153c']","['2 086', '2 612', '3 929f']","['4 777', '5 595', '7 812f']","['- 2 691', '- 2 984', '- 3 883f']","['-589', '-945', '- 2 215l']",Senegal
"['41 819', '39 656', '51 475c']","['0.7', '1.8', '4.2c']","['5 735.4', '5 589.0', '7 359.3c']",,,,,,,,,"['100', '133', '146e']","['100', '94', '107c']",,,,"['- 2 692', '- 1 370', '- 2 236e']",Serbia
"['970', '1 377', '1 699b']","['5.9', '4.9', '4.7b']","['10 628.1', '14 503.3', '17 381.7b']",,,,,,,,,,"['100', '99', '92b']","['418', '474', '546o,d']","['1 180', '975', '1 041o,d']","['-763', '-501', '-496o,d']","['-214', '-256', '-330d']",Seychelles
"['2 578', '4 248', '4 122b']","['5.3', '-20.5', '5.5b']","['401.8', '592.3', '527.5b']","['55.2', '60.5', '59.9b']","['8.1', '4.6', '5.8b']","['36.7', '34.9', '34.3b']",,,,,,,"['90', '99', '105b']","['319d', '93', '193d,c']","['776d', '1 759', '1 120d,c']","['-457d', '- 1 666', '-927d,c']","['-585', '- 1 003', '-915b']",Sierra Leone
"['239 808', '307 999', '372 074c']","['14.5', '3', '0.7c']","['46 735.5', '55 076.9', '64 102.7c']",,,,"['0.9', '0.8', '0.7d']","['21.6', '17.3', '15.2d']",,"['4.1', '3.8', '4.4d']","['58.1 /       78.6', '62.6 /       79.4', '61.8 /       78.2d']","['100', '113', '114d']","['75', '99', '112c']","['353 240', '357 941', '362 928h,d']","['313 071', '308 122', '329 032h,d']","['40 169', '49 820', '33 895h,d']","['54 996', '57 574', '59 786d']",Singapore
"['896', '1 066', '1 009b']","['1.1', '0.5', '5b']","['26 237.8', '26 682.0', '23 803.9b']","['0.1', '0.1', '0.1b']","['13.4', '9.8', '10b']","['86.5', '90.1', '89.9b']",,,,,,,,,,,"['...', '18', '-149b']",Sint Maarten (Dutch part)
"['90 311', '88 468', '105 080c']","['5.9', '4.8', '2.3c']","['16 710.9', '16 275.5', '19 255.9c']",,,,,,,,,"['100', '109', '118d']","['87', '90', '98c']","['65 306', '74 970', '86 333d']","['65 644', '73 053', '85 449d']","['-338', '1 916', '884d']","['- 4 210', '- 1 849', '-294d']",Slovakia
"['48 161', '43 090', '54 174b']","['1.3', '2.2', '3.2b']","['23 569.9', '20 804.5', '26 062.2b']",,,,,,,,,"['100', '106', '111d']","['104', '102', '99b']","['24 435', '26 587', '37 471d']","['26 592', '25 870', '36 513d']","['- 2 157', '717', '958d']","['-366', '1 646', '3 748d']",Slovenia
"['720', '1 071', '1 303b']","['10.6', '1.4', '1.2b']","['1 363.3', '1 775.7', '1 944.8b']","['28.7', '26', '26.1b']","['13.3', '14.6', '15.7b']","['57.9', '59.5', '58.2b']",,,,,,"['100', '125', '137e']","['96', '100', '105b']","['215', '400', '680f,e']","['328', '466', '141f,e']","['-112', '-65', '539f,e']","['-144', '-36', '-25e']",Solomon Islands
"['1 093', '1 455', '1 626b']","['2.6', '2.7', '2.9b']","['90.7', '105.4', '105.3b']","['60.2', '60.2', '60.2b']","['7.4', '7.4', '7.4b']","['32.5', '32.5', '32.5b']",,,,,,,"['108', '102', '97b']",,,,,Somalia
"['375 348', '317 416', '351 431b']","['3', '1.2', '0.2b']","['7 328.6', '5 730.9', '6 001.4b']","['2.6', '2.3', '2.1b']","['30.2', '29.1', '29.2b']","['67.2', '68.6', '68.7b']",,,,,,,"['90', '101', '102b']",,,,"['- 5 492', '- 14 568', '6 711d']",South Africa
"['14 930', '6 580', '4 960d']","['-0.5', '7.9', '0.9d']","['1 570.2', '614.1', '448.4d']","['5.1', '4.2', '3.3d']","['55.4', '45', '51.9d']","['39.4', '50.9', '44.8d']",,,,,,"['100', '332', '20 423e']","['...', '99', '107d']",,,,"['...', '-500', '257d']",South Sudan
"['1 420 722', '1 195 119', '1 393 491c']","['0.2', '3.8', '2c']","['30 272.6', '25 606.8', '29 815.7c']",,,,,,,,,,"['95', '99', '106c']","['246 265', '276 959', '312 081d']","['315 547', '304 708', '329 739d']","['- 69 282', '- 27 750', '- 17 658d']","['- 52 250', '24 108', '8 665d']",Spain
"['56 726', '80 604', '84 009b']","['8', '5', '2.3b']","['2 799.6', '3 855.2', '3 939.7b']",,,,,,,,,"['100j,k', '110l', '138l,d']","['93', '105', '106b']","['8 304', '10 440', '10 707d']","['12 354', '18 967', '15 607d']","['- 4 050', '- 8 528', '- 4 900d']","['- 1 075', '- 1 883', '- 1 808b']",Sri Lanka
"['9 682', '13 972', '17 059c']","['5.8', '3.7', '0.9c']","['2 387.2', '3 085.0', '3 424.5c']",,,,,,,,,"['100', '111', '112l,k']","['96', '88', '109c']","['576', '958', '1 130j,k']","['3 959', '5 225', '5 750j,k']","['- 3 383', '- 4 268', '- 4 620j,k']","['- 1 307', '- 1 939', '- 1 834c']",State of Palestine
"['54 735', '83 933', '34 895b']","['8.3', '4', '1.3b']","['1 584.4', '2 157.5', '815.1b']","['42.6', '32', '20.2b']","['14.1', '16.3', '21.9b']","['43.4', '51.8', '57.9b']",,,,,,,"['...', '92', '116b']",,,,"['- 1 725', '- 5 461', '- 5 215b']",Sudan
"['4 368', '4 787', '3 697b']","['5.2', '-3.4', '0.3b']","['8 255.8', '8 562.2', '6 359.6b']","['10.2', '10', '10.2b']","['37.9', '28', '32.1b']","['51.9', '62', '57.6b']",,,,,,,"['92', '98', '99b']","['2 026', '1 814', '1 686f,e']","['1 397', '1 904', '2 047f,e']","['628', '-90', '-361f,e']","['651', '-786', '275e']",Suriname
"['495 813', '505 104', '530 884b']","['6', '4.5', '1.3b']","['52 801.2', '51 726.2', '52 896.0b']",,,,,,,,,"['100', '104', '111d']","['91', '102', '100b']","['158 411', '140 001', '155 608d']","['148 788', '138 361', '149 792d']","['9 622', '1 641', '5 816d']","['29 196', '16 750', '28 188d']",Sweden
"['603 434', '702 150', '731 425b']","['3.3', '1.7', '1.1b']","['77 277.5', '84 629.2', '85 135.0b']",,,,,,,"['4.8', '4.8', '4.8c']","['59.9 /       74.3', '62.4 /       74.2', '62.8 /       73.5c']",,"['99', '99', '97b']","['195 609', '291 959', '318 415c']","['176 281', '253 152', '290 325c']","['19 329', '38 807', '28 090c']","['88 315', '72 112', '28 094c']",Switzerland
"['60 465', '19 090', '20 379b']","['3.4', '-6.1', '4.8b']","['2 830.4', '1 060.7', '1 193.9b']",,,,"['14.5', '12', '10.5e']","['31', '28.3', '26.5e']",,"['8.6', '8.5', '8.4e']","['13.1 /       72.8', '14.1 /       73.6', '14.3 /       74.0e']","['100', '449', '896b']","['132', '103', '118b']","['11 353', '1 688h', '400h,e']","['17 562', '3 206h', '729h,e']","['- 6 209', '- 1 518h', '-329h,e']","['-367', '...', '...']",Syrian Arab Republic
"['5 642', '7 855', '8 333b']","['6.5', '6', '7.5b']","['749.6', '929.1', '894b']","['21.8', '24.7', '22.8b']","['27.9', '27.5', '36.6b']","['50.3', '47.8', '40.6b']",,,,,,,"['76', '102', '159b']",,,,"['-581', '-477', '336c']",Tajikistan
"['341 105', '401 296', '542 017b']","['7.5', '3.1', '2.4b']","['5 076.3', '5 840.0', '7 784.7b']",,,,,,,,,,"['90', '97', '101b']","['195 312', '214 309', '219 084e,c']","['182 393', '202 642', '188 668e,c']","['12 918', '11 667', '30 416e,c']","['11 486', '27 753', '16 298c']",Thailand
"['9 407', '10 065', '12 695b']","['3.4', '3.9', '3.6b']","['4 542.9', '4 840.3', '6 093.1b']",,,,,,,"['32', '26.1', '16.4c']","['42.8 /       68.6', '43.5 /       67.6', '43.0 /       67.2c']","['100', '110', '115c']","['97', '102', '96b']","['3 351', '4 530', '6 633c']","['5 474', '6 427', '8 709c']","['- 2 123', '- 1 897', '- 2 076c']","['-198', '-193', '-424c']",The former Yugoslav Republic of Macedonia
"['882', '1 594', '2 018b']","['9.5', '2.9', '18.7b']","['806.4', '1 332.8', '1 560.5b']",,,,,,,"['3.3', '4.4', '4.6i']","['60.6 /       70.7', '61.2 /       71.9', '61.9 /       72.7i']",,"['95', '104', '99b']",,,,"['1 671', '225', '-357i']",Timor-Leste
"['3 426', '5 346', '7 270b']","['6.1', '11.1', '5.3b']","['533.5', '730', '899.5b']","['33.8', '24.2', '22b']",,,,,,,,"['100', '111', '115d']","['89', '98', '110b']","['741', '792', '992g,d']","['1 350', '1 877', '2 488g,d']","['-609', '- 1 085', '- 1 496g,d']","['-200', '-461', '-55b']",Togo
,,,,,,,,,,,,"['95', '99', '106b']",,,,,Tokelau
"['371', '403', '508b']","['0.8', '1.2', '0.7b']","['3 570.2', '4 001.2', '4 865.5b']",,,,,,,,,,"['141', '102', '91b']","['8', '15i', '14i,d']","['159', '208i', '350i,d']","['-151', '-193i', '-336i,d']","['-87', '-44', '-19d']",Tonga
"['22 182', '24 960', '23 209b']","['3.3', '1.5', '-1.2b']","['16 701.8', '18 214.4', '16 637.3b']",,,,,,,,,,"['110', '89', '104b']","['10 982', '10 756', '14 561j,e']","['6 480', '9 298', '1 076j,e']","['4 502', '1 458', '13 485j,e']","['4 172', '2 057', '1 056b']",Trinidad and Tobago
"['44 051', '43 173', '38 797b']","['3.5', '1.2', '1b']","['4 142.0', '3 861.6', '3 317.5b']",,,,,,,,,"['100f,g', '127f', '168d']","['84', '115', '106b']","['16 427', '14 073', '13 854f,d']","['22 215', '20 223', '18 392f,d']","['- 5 789', '- 6 149', '- 4 538f,d']","['- 2 104', '- 3 850', '- 3 284b']",Tunisia
"['776 967', '864 314', '761 426b']","['8.4', '6.1', '0.9b']","['10 742.4', '11 006.2', '9 126.6b']",,,,,,,,,"['100i', '146i', '263d']","['86', '102', '111b']","['113 883', '143 850', '169 658d']","['185 544', '207 207', '219 514d']","['- 71 661', '- 63 356', '- 49 856d']","['- 44 620', '- 27 314', '- 37 315d']",Turkey
"['22 583', '36 052', '48 276b']","['9.2', '6.5', '3b']","['4 439.2', '6 477.9', '8 124.5b']","['11.5', '9.4', '8.9b']","['60', '57.8', '60.4b']","['28.5', '32.7', '30.7b']",,,,,,,"['109', '102', '95b']",,,,,Turkmenistan
"['687', '942', '1 197c']","['1', '11.3', '5.3c']","['21 028.4', '26 182.4', '31 353.5c']","['0.6', '0.6', '0.4c']","['12.4', '11.1', '13.5c']","['86.9', '88.3', '86c']",,,,,,,,,,,"['...', '154', '173j']",Turks and Caicos Islands
"['31', '35', '47b']","['-3.3', '9.2', '6.3b']","['2 981.5', '3 156.9', '4 036.0b']","['27.3', '21.4', '21.4b']",,"['67', '65.9', '65.2b']",,,,,,"['100', '101g', '...']","['95', '100', '103b']",,,,"['-14', '-26', '-9b']",Tuvalu
"['19 683', '25 098', '32 609b']","['8.2', '5.7', '6.7b']","['607', '656.6', '736.6b']",,,,,,,,,"['...', '151j', '111k,d']","['97', '103', '100b']","['1 619', '2 267', '4 149d']","['4 664', '5 528', '8 251d']","['- 3 046', '- 3 261', '- 4 102d']","['- 1 610', '- 1 671', '- 2 333b']",Uganda
,,,,,,,,,,,"['100', '180', '290e']","['78', '97', '109c']",,,,"['- 3 016', '5 035', '5 207e']",Ukraine
"['289 787', '358 135', '421 142c']","['1.6', '5.1', '1.7c']","['33 893.3', '38 663.4', '43 103.3c']","['0.8', '0.7', '0.7c']","['52.5', '43.9', '46.2c']","['46.7', '55.4', '53.1c']",,,,,,"['100g', '109', '112e']","['132', '99', '112c']","['198 362', '300 479', '376 382f,e']","['187 001', '287 025', '198 753f,e']","['11 361', '13 454', '177 628f,e']",,United Arab Emirates
"['2 481 580', '2 932 785', '2 826 442c']","['2.1', '2.4', '1.3c']","['39 104.7', '44 530.5', '41 854.5c']",,,,,,,,,,"['94', '101', '104c']","['422 014', '466 296', '399 622e']","['627 618', '630 251', '631 221e']","['- 205 603', '- 163 955', '- 231 600e']","['- 77 464', '- 147 252', '- 95 421e']",United Kingdom
,,,,,,,,,,,,"['73', '105', '107c']","['4 051', '5 854', '2 793g,e']","['8 013', '14 706', '10 168g,e']","['- 3 962', '- 8 852', '- 7 375g,e']","['- 2 211', '- 4 477', '- 1 301c']",United Republic of Tanzania
,,,,,,,,,,,,,,,,,United States Virgin Islands
"['14 992 052', '18 238 301', '21 433 226b']","['2.6', '3.1', '2.2b']","['48 516.2', '56 838.7', '65 133.7b']",,,,,,,"['9.6', '5.3', '3.9i']","['57.5 /       69.9', '55.8 /       68.4', '55.9 /       67.9i']",,"['92', '97', '100b']","['1 278 099', '1 501 846', '1 430 254i']","['1 968 260', '2 313 425', '2 405 382i']","['- 690 161', '- 811 579', '- 975 128i']","['- 432 002', '- 407 356', '- 647 218i']",United States of America
"['40 285', '53 274', '56 046b']","['7.8', '0.4', '0.2b']","['11 992.0', '15 613.8', '16 190.1b']","['8', '6.7', '6.5b']","['27.3', '28', '26.6b']","['64.7', '65.3', '66.9b']",,,,,,,"['93', '101', '102b']","['6 724', '7 670', '6 853d']","['8 622', '9 489', '7 564d']","['- 1 898', '- 1 820', '-711d']","['-731', '-147', '-297d']",Uruguay
"['46 909', '81 847', '57 921b']","['8.5', '7.4', '5.6b']","['1 645.0', '2 646.3', '1 756.2b']",,,,,,,,,"['...', '...', '173j,k,d']","['74', '101', '102b']","['11 688i', '12 871i', '13 281d']","['8 680i', '12 416i', '20 020d']","['3 008i', '455i', '- 6 740d']","['2 517', '888', '- 3 138d']",Uzbekistan
"['701', '760', '907b']","['1.6', '0.2', '2.8b']","['2 966.9', '2 801.9', '3 023.4b']",,,,,,,,,"['100', '107', '117j,k,b']","['112', '98', '100b']","['46', '39i', '47i,d']","['276', '354i', '256i,d']","['-230', '-316i', '-209i,d']","['-42', '-12', '113b']",Vanuatu
"['393 806', '344 112', '134 960b']","['-1.5', '-6.2', '-35b']","['13 846.9', '11 439.2', '4 732.8b']","['5.7', '6.3', '5.7b']","['51', '30.5', '37b']","['43.4', '63.2', '57.3b']",,,"['69.9', '72.3', '75.5f']",,,,"['104', '101', '91b']","['66 963', '37 236e', '2 164e,f']","['32 343', '40 146e', '414e,f']","['34 620', '- 2 910e', '1 750e,f']","['5 585', '- 16 051', '- 3 870i']",Venezuela (Bolivarian Republic of)
"['115 932', '193 241', '261 921b']","['6.4', '6.7', '7b']","['1 317.9', '2 085.1', '2 715.3b']",,"['36.7', '37', '38.3b']",,,,,,,"['100', '145', '169d']","['84', '101', '105b']","['72 237', '162 017', '282 817g,d']","['84 839', '165 776', '262 001g,d']","['- 12 602', '- 3 759', '20 816g,d']","['- 4 276', '- 2 041', '13 101b']",Viet Nam
,,,,,,,,,,,,,,,,,Wallis and Futuna Islands
,,,,,,,,,,,,,,,,,Western Sahara
"['30 907', '26 660', '24 935b']","['3.3', '-30.5', '2.1b']","['1 334.8', '1 006.1', '855.1b']","['12.1', '18.2', '19b']","['38.7', '20.1', '20.5b']","['49.2', '61.7', '60.5b']",,,,,,,"['101', '100', '98b']","['6 437', '510', '~0e,d']","['9 255', '6 573', '5 298e,d']","['- 2 818', '- 6 063', '- 5 298e,d']","['- 1 054', '- 3 026', '- 2 419g']",Yemen
"['20 265', '20 859', '23 085b']","['10.3', '2.9', '1.4b']","['1 489.4', '1 313.6', '1 292.5b']",,,,"['64.3', '51.7', '48.5c']","['8.8', '10.7', '10.8c']",,"['13.2', '10.1', '11.4c']","['71.1 /       82.5', '70.2 /       80.3', '70.4 /       79.0c']","['100i', '144', '246c']","['89', '94', '110b']","['7 200', '6 607', '7 805c']","['5 321', '7 934', '5 314c']","['1 879', '- 1 328', '2 491c']","['1 525', '-768', '2 254c']",Zambia
"['12 042', '19 963', '21 441b']","['19.7', '1.8', '-8.1b']","['948.3', '1 445.1', '1 464.0b']","['10.9', '9.3', '9b']","['23.5', '25', '23.7b']","['65.6', '65.7', '67.3b']",,,,,,"['100', '106', '117e']","['104', '99', '113b']","['3 199', '3 411', '4 395c']","['5 852', '6 053', '5 048c']","['- 2 653', '- 2 642', '-653c']","['- 1 444', '- 1 678', '-308f']",Zimbabwe
